Movie Title,production_budget_usd,worldwide_gross_usd
Gangs of New York,97000000,183124621
Aliens,17000000,183316455
Road to Perdition,80000000,183354514
Watchmen,138000000,184068357
Baahubali 2: The Conclusion,30000000,184075552
Snow White and the Seven Dwarfs,1488000,184925485
The Spy Who Loved Me,14000000,185400000
I Now Pronounce You Chuck and Larry,85000000,185708462
Inside Man,50000000,185798265
Paul Blart: Mall Cop,26000000,185904750
Atlantis: The Lost Empire,90000000,186049020
Knowing,50000000,186450317
The Horse Whisperer,60000000,186883563
The Grudge,10000000,187281115
The Final Destination,40000000,187384627
Octopussy,27500000,187500000
Walk the Line,29000000,187707495
The Pelican Brief,45000000,187995859
The Secret Life of Walter Mitty,91000000,188536838
Hop,63000000,188657593
Rambo III,58000000,188715611
The X Files: Fight the Future,66000000,189176423
Mr. Poppers's Penguins,55000000,189624452
The Santa Clause,22000000,189800000
A Dog’s Purpose,25000000,189922583
The Waterboy,23000000,190191646
Cheaper by the Dozen,40000000,190212113
The Longest Yard,82000000,190320568
Tropic Thunder,90000000,191091250
The Living Daylights,40000000,191200000
Hollow Man,90000000,191200000
The Addams Family,30000000,191502246
Open Season,85000000,191932158
The Equalizer,55000000,192903624
The Sum of All Fears,68000000,193500000
Gnomeo and Juliet,36000000,193737977
London Has Fallen,60000000,193857962
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,194058503
Need for Speed,66000000,194169619
Paranormal Activity,450000,194183034
Beowulf,150000000,194995215
The Other Woman,40000000,195111193
For Your Eyes Only,28000000,195300000
Anger Management,56000000,195660942
Panic Room,48000000,196308367
50 First Dates,75000000,196320329
Red,60000000,196439693
Stargate,55000000,196565669
The Intern,40000000,197232734
Smurfs: The Lost Village,60000000,197242826
Wallace & Gromit: The Curse of the Were-Rabbit,30000000,197593152
The Vow,30000000,197618160
Jack the Giant Slayer,195000000,197687603
Spy Kids,35000000,197692062
The Pacifier,56000000,198006880
City of Angels,55000000,198750909
Two Weeks Notice,60000000,199043309
The Hunt for Red October,30000000,200500000
Cats & Dogs,60000000,200700000
Percy Jackson: Sea of Monsters,90000000,200859554
Philadelphia,26000000,201324422
Flashdance,7000000,201463574
Teenage Mutant Ninja Turtles,13500000,202000000
Kindergarten Cop,26000000,202000000
Straight Outta Compton,28000000,202043881
Paranormal Activity 3,5000000,202053386
Patch Adams,50000000,202173000
Vanilla Sky,70000000,202726605
21 Jump Street,42000000,202812429
You Don't Mess With the Zohan,90000000,202910991
Fun With Dick And Jane,140000000,203018919
Hairspray,75000000,203035572
Arrival,47000000,203178872
Into the Woods,50000000,203502372
Bridget Jones’s Baby,35000000,203555567
Alien,9000000,203630630
King Arthur,90000000,203877963
Valkyrie,90000000,203902107
Yogi Bear,80000000,204774690
The Holiday,85000000,205190324
The Ugly Truth,38000000,205298907
Gake no ue no Ponyo,34000000,205312666
JFK,40000000,205400000
White House Down,150000000,205440387
Me Before You,20000000,205445075
The Break-Up,52000000,205727307
Red Dragon,78000000,206455420
The Fast and the Furious,38000000,206512310
Eat Pray Love,60000000,206598789
Sleepy Hollow,70000000,207068340
S.W.A.T.,70000000,207154748
Tomorrowland,170000000,207283457
Clear and Present Danger,62000000,207500000
The Others,17000000,207765056
Garfield,50000000,208094550
Traffic,48000000,208300000
The Aviator,110000000,208370892
Safe House,85000000,208542162
Jaws 2,20000000,208900376
Braveheart,72000000,209045522
The Expendables 3,100000000,209461378
Fury,80000000,210253368
Moonraker,31000000,210300000
Immortals,75000000,211562435
Entrapment,66000000,211700000
Due Date,65000000,211739043
Total Recall,125000000,211856088
End of Days,100000000,212026975
Disclosure,55000000,212200000
Public Enemies,102500000,212282709
Ace Ventura: When Nature Calls,30000000,212400000
Horrible Bosses,35000000,212417601
District 9,30000000,212453431
Master and Commander: The Far Side of the World,135000000,212912137
Pulp Fiction,8000000,212928762
Lemony Snicket's A Series of Unfortunate Events,100000000,212956024
The Help,25000000,213120004
Miss Congeniality,45000000,213420951
Battle: Los Angeles,70000000,213463976
Vertical Limit,75000000,213500000
"Crouching Tiger, Hidden Dragon",15000000,213514672
The Bourne Identity,60000000,214357371
Flightplan,55000000,214392904
Hansel & Gretel: Witch Hunters,50000000,214949716
Just Go With It,80000000,214974953
Australia,130000000,215080810
The Patriot,110000000,215300000
Bad Teacher,19000000,215448997
Bram Stoker's Dracula,40000000,215862692
Twins,15000000,216600000
Ted 2,68000000,217022588
Central Intelligence,50000000,217196811
Jack Reacher,60000000,217370736
Valentine's Day,52000000,217569328
Collateral,60000000,217670152
The Sorcerer's Apprentice,160000000,217986320
What Happens in Vegas...,35000000,218535708
The Prince of Egypt,60000000,218613188
The Terminal,75000000,218673959
Kingdom of Heaven,110000000,218853353
Knocked Up,27500000,219265952
Green Lantern,200000000,219535492
Inferno,75000000,219572877
Elf,32000000,220236410
Dracula Untold,70000000,220241723
Captain Phillips,55000000,220648184
Fahrenheit 9/11,6000000,221148959
Wild Wild West,175000000,221229335
Bedtime Stories,80000000,221468935
Constantine,75000000,221594911
Everest,65000000,221662676
Non-Stop,50000000,222383055
Percy Jackson & the Olympians: The Lightning Thief,95000000,223050874
Interview with the Vampire: The Vampire Chronicles,50000000,223564608
Jumper,82500000,223636949
Con Air,80000000,224117573
It’s Complicated,85000000,224614744
The Social Network,40000000,224922135
Rocky,1000000,225000000
Good Will Hunting,10000000,225933435
War for the Planet of the Apes,152000000,225986078
Yes Man,50000000,225990976
Get Smart,80000000,226739416
Taken,25000000,226941585
Argo,44500000,227140757
Charlie's Angels: Full Throttle,120000000,227200000
The Imitation Game,15000000,227773686
Chicken Run,42000000,227793915
Big Daddy,30000000,228641283
Ghostbusters,144000000,229034050
The Green Hornet,110000000,229155503
Hidden Figures,25000000,229518131
Ghost Rider,120000000,229545589
The Heat,43000000,229727774
Juno,7000000,231450102
The English Patient,35000000,231711151
Million Dollar Baby,30000000,231928227
Gulliver's Travels,112000000,232017848
Gone in 60 Seconds,103300000,232643008
The Day the Earth Stood Still,80000000,233066978
Spy!,65000000,233125712
The Mask of Zorro,65000000,233700000
Eraser,100000000,234400000
American Pie,12000000,234723148
Mr. Bean’s Holiday,25000000,234981342
Artificial Intelligence: AI,90000000,235900000
Dunkirk,150000000,235907054
2 Fast 2 Furious,76000000,236410607
Silver Linings Playbook,21000000,236412453
A Few Good Men,33000000,236500000
American Reunion,50000000,236799211
Cloudy with a Chance of Meatballs,100000000,236827677
Click,82500000,237685089
Hauru no ugoku shiro,24000000,237814327
Disney Planes,50000000,238059569
Dark Shadows,150000000,238202668
Batman & Robin,125000000,238317814
Sully,60000000,238552082
Daddy’s Home,50000000,238757137
Resident Evil: Retribution,65000000,238940997
The Girl with the Dragon Tattoo,90000000,239373970
Dead Poets Society,16400000,239500000
Crocodile Dundee 2,14000000,239606210
Die Hard 2,70000000,239814025
Assassin’s Creed,125000000,240497948
Face/Off,80000000,241200000
Four Weddings and a Funeral,4500000,242895809
RoboCop,120000000,242981799
Journey to the Center of the Earth,45000000,243180937
Hercules,100000000,243388614
Back to the Future Part III,40000000,244088654
Pixels,90000000,244126300
Hulk,137000000,245229234
Rush Hour,35000000,245300000
Rango,135000000,245504574
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848
8 Mile,41000000,245768384
Lilo & Stitch,80000000,245800000
Babe,30000000,246100000
Dumb & Dumber,16000000,246400000
Grown Ups 2,80000000,247023808
Bienvenue chez les Ch'tis,16000000,247474497
Marley & Me,60000000,247812011
Love Actually,45000000,247950247
Unbreakable,73243106,248099143
The Ring,48000000,248218486
The Blair Witch Project,600000,248300000
Eragon,100000000,249488115
Alvin and the Chipmunks: The Road Chip,90000000,249520430
Space Jam,80000000,250200000
The Peanuts Movie,99000000,250474038
Enemy of the State,85000000,250649836
Hercules,70000000,250700000
You've Got Mail,65000000,250800000
Get Out,5000000,251359904
After Earth,130000000,251499665
Michael Jackson's This Is It,60000000,252091016
True Grit,35000000,252276928
Wild Hogs,60000000,253555383
Cliffhanger,65000000,255000000
Rush Hour 3,180000000,256585882
Annabelle,6500000,256873813
The Village,71682975,257641634
Erin Brockovich,50000000,257805243
American Hustle,40000000,257878294
The Full Monty,3500000,257938649
Super 8,50000000,257972745
Out of Africa,31000000,258210860
Knight and Day,117000000,258751370
Paddington,55000000,259541430
Charlie's Angels,90000000,259736090
The Lone Ranger,275000000,260002115
Robots,80000000,260700012
Total Recall,65000000,261400000
Borat,18000000,261443242
Jumanji,65000000,262758310
Epic,100000000,262794441
The Incredible Hulk,137500000,263417913
Cinderella,2900000,263591415
Real Steel,110000000,263880341
Bridget Jones: The Edge Of Reason,50000000,263894551
The Fifth Element,95000000,263900000
The Truman Show,60000000,264118201
Waterworld,175000000,264246220
Something's Gotta Give,80000000,266685242
Batman Returns,80000000,266824291
xXx,70000000,267200000
We're the Millers,37000000,267816276
American Gangster,100000000,267985456
Bambi,858000,268000000
The Expendables,82000000,268268174
Exodus: Gods and Kings,140000000,268314513
The Godfather,7000000,268500000
"10,000 B.C.",105000000,269065678
Mr. Peabody & Sherman,145000000,269806430
The Firm,42000000,270340892
Neighbors,18000000,270944428
The Princess and the Frog,105000000,270997378
Grown Ups,75000000,272223430
Bad Boys II,130000000,273271982
Lara Croft: Tomb Raider,94000000,273330185
Lincoln,65000000,273346281
The Nutty Professor,55000000,273814019
Jerry Maguire,50000000,274000000
Cloudy with a Chance of Meatballs 2,78000000,274392649
High School Musical 3: Senior Year,11000000,274392880
Gran Torino,25000000,274543085
Sen to Chihiro no Kamikakushi,19000000,274949886
The Silence of the Lambs,20000000,275726716
Divergent,85000000,276014965
Scooby-Doo,84000000,276294164
Beverly Hills Cop II,20000000,276665036
Split,5000000,276841585
Scary Movie,19000000,277200000
Alice Through the Looking Glass,170000000,277442381
The Tourist,100000000,278731369
Shakespeare in Love,26000000,279500000
The Bourne Legacy,125000000,280355920
Bridget Jones's Diary,25000000,281527158
Casper,55000000,282300000
John Carter,275000000,282778100
Speed,30000000,283200000
The Wedding Crashers,40000000,283218368
Lethal Weapon 4,140000000,285400000
Elysium,120000000,286192091
The Sound of Music,8200000,286214286
American Pie 2,30000000,286500000
Turbo,135000000,286896578
Pitch Perfect 2,29000000,287130801
Bee Movie,150000000,287594577
Oblivion,120000000,287916633
Fantastic Four: Rise of the Silver Surfer,120000000,288215319
The Bourne Supremacy,85000000,288587450
What Lies Beneath,90000000,288693989
Bridesmaids,32500000,289527030
The Departed,90000000,289660619
Salt,130000000,290650494
The Green Mile,60000000,290701374
Austin Powers in Goldmember,63000000,292738626
G-Force,150000000,292817841
Doctor Dolittle,71500000,294156605
Sex and the City 2,95000000,294680778
Ghostbusters,30000000,295212467
The Divergent Series: Insurgent,110000000,295279072
Resident Evil: Afterlife,57500000,295874190
X-Men,75000000,296339717
Miss Peregrine’s Home for Peculiar Children,110000000,296642834
Stuart Little,105000000,298815224
My Best Friend's Wedding,46000000,298923419
Shutter Island,80000000,299461782
Horton Hears a Who,85000000,299477886
Van Helsing,170000000,300150546
Superman,55000000,300200000
Rambo: First Blood Part II,44000000,300400000
Hook,70000000,300854823
Passengers,110000000,302211243
G.I. Joe: The Rise of Cobra,175000000,302469017
Liar Liar,45000000,302710615
Mulan,90000000,303500000
A Good Day to Die Hard,92000000,304249198
Meet the Parents,55000000,304599899
Battleship,209000000,305218228
Wrath of the Titans,150000000,305270083
The Blind Side,35000000,305705794
Chicago,30000000,306771047
Rise of the Guardians,145000000,306900902
The Fault in Our Stars,12000000,307166834
The Pursuit of Happyness,55000000,307325633
Resident Evil: The Final Chapter,40000000,307353906
Ransom,70000000,308700000
Chicken Little,60000000,310043823
Runaway Bride,70000000,310138178
Austin Powers: The Spy Who Shagged Me,35000000,310332636
Little Fockers,100000000,310650574
Maze Runner: The Scorch Trials,61000000,310697192
The Lego Batman Movie,80000000,310940997
The Conjuring 2: The Enfield Poltergeist,40000000,311270008
The SpongeBob Movie: Sponge Out of Water,74000000,311594032
Ocean's Thirteen,85000000,311744465
The Expendables 2,100000000,311979256
As Good as it Gets,50000000,314111923
Prince of Persia: Sands of Time,200000000,314594597
The Proposal,40000000,314709717
Air Force One,85000000,315268353
Disney's A Christmas Carol,190000000,315709697
Beverly Hills Cop,15000000,316300000
Inglourious Basterds,70000000,316915264
A Beautiful Mind,78000000,317668058
The Conjuring,20000000,318000141
Journey 2: The Mysterious Island,79000000,318146162
The Polar Express,170000000,319090241
Lethal Weapon 3,35000000,319700000
The Last Airbender,150000000,319713881
Fatal Attraction,14000000,320100000
Schindler's List,25000000,321365567
Megamind,130000000,321887208
Robin Hood,210000000,322241588
The Hunchback of Notre Dame,100000000,325500000
The Devil Wears Prada,35000000,326073155
Taken 3,48000000,327656424
Bolt,150000000,328015209
Se7en,30000000,328125643
Crocodile Dundee,8800000,328203506
Now You See Me 2,90000000,328675540
The Perfect Storm,120000000,328711434
The Curious Case of Benjamin Button,160000000,329809326
Fantastic Four,87500000,330717080
300: Rise of an Empire,110000000,330780051
Black Swan,13000000,331266710
National Treasure,100000000,331323410
22 Jump Street,50000000,331333876
The Great Wall,150000000,331775766
Back to the Future Part II,40000000,332000000
Indiana Jones and the Temple of Doom,28000000,333080271
Apollo 13,65000000,334100000
The Good Dinosaur,187500000,334342692
The Rock,75000000,336069511
Star Trek Beyond,185000000,336398312
Batman Forever,100000000,336529144
Close Encounters of the Third Kind,20000000,337700000
Tomorrow Never Dies,110000000,339504276
Enchanted,85000000,340384141
Wanted,75000000,342416460
Now You See Me,75000000,342769200
Over the Hedge,80000000,343397247
Trolls,125000000,344780046
xXx: Return of Xander Cage,85000000,345114933
How the Grinch Stole Christmas,123000000,345141403
Pocahontas,55000000,347100000
Rush Hour 2,90000000,347425832
The Maze Runner,34000000,348319861
The Smurfs 2,110000000,348547523
"I, Robot",105000000,348629585
Alvin and the Chipmunks: Chipwrecked,80000000,349088523
The Legend of Tarzan,180000000,349143061
Deep Impact,80000000,349464664
Hannibal,87000000,350100280
Doctor Seuss' The Lorax,67500000,350976753
The Great Gatsby,190000000,351040419
Who Framed Roger Rabbit?,70000000,351500000
The Mask,18000000,351620129
The Karate Kid,40000000,351774938
The Angry Birds Movie,73000000,352829528
Noah,130000000,352831065
The Fugitive,44000000,353715317
X-Men: First Class,160000000,355408305
Catch Me if You Can,52000000,355612291
Dinosaur,127500000,356148063
American Beauty,15000000,356258047
Goldeneye,60000000,356429941
Night at the Museum: Secret of the Tomb,127000000,356546621
Top Gun,15000000,356800601
The Flintstones,45000000,358500000
Minority Report,102000000,358824714
Home Alone 2: Lost in New York,20000000,358994850
Batman Begins,150000000,359142722
There's Something About Mary,22000000,360099999
The World is Not Enough,135000000,361730660
The Hangover 3,103000000,362000072
Planet of the Apes,100000000,362211740
Alvin and the Chipmunks,55000000,362605033
Ocean's Twelve,110000000,362989076
Fast & Furious,85000000,363064265
A Bug's Life,45000000,363095319
Notting Hill,42000000,363728226
Toy Story,30000000,364545516
True Lies,100000000,365300000
Terminator Salvation,200000000,365491792
Jurassic Park III,93000000,365900000
Die Hard: With a Vengeance,90000000,366101666
Hitch,55000000,366784257
The Golden Compass,205000000,367262558
Penguins of Madagascar,132000000,367650911
Gone Girl,61000000,368567189
Edge of Tomorrow,178000000,370541256
Captain America: The First Avenger,140000000,370569776
Mad Max: Fury Road,150000000,370742166
Shark Tale,75000000,371917043
The Adventures of Tintin,130000000,373993951
Superman Returns,232000000,374085065
What Women Want,65000000,374105123
X-Men Origins: Wolverine,150000000,374825760
My Big Fat Greek Wedding,5000000,374890034
G.I. Joe: Retaliation,140000000,375740705
Godzilla,125000000,376000000
Fifty Shades Darker,55000000,376856949
Taken 2,45000000,377807404
Hotel Transylvania,85000000,378505812
Monsters vs. Aliens,175000000,381687380
Live Free or Die Hard,110000000,382288147
Slumdog Millionaire,14000000,384519665
Happy Feet,85000000,385000317
Back to the Future,19000000,385524862
Star Trek,140000000,385680446
Home,130000000,386069390
Zhuo yao ji,56000000,386096060
Ice Age,65000000,386116343
Grease,6000000,387513770
Independence Day: Resurgence,165000000,387644286
Raiders of the Lost Ark,20000000,389925971
Robin Hood: Prince of Thieves,50000000,390500000
Gone with the Wind,3900000,390525192
The Wolf of Wall Street,100000000,391976723
Mission: Impossible III,150000000,397501348
The Mummy,195000000,397644453
Tron: Legacy,200000000,400062763
The Exorcist,12000000,400214478
Snow White and the Huntsman,170000000,401021746
Night at the Museum: Battle of the Smithsonian,150000000,402231063
Twilight,37000000,402280159
Prometheus,125000000,402448265
Ice Age: Collision Course,105000000,403841637
Kingsman: The Secret Service,94000000,404561724
The Mummy: Tomb of the Dragon Emperor,175000000,405760225
X2,125000000,407711549
Signs,70702619,408269295
The Bodyguard,25000000,410900000
Pacific Rim,190000000,411002906
Batman,35000000,411348924
Rain Man,25000000,412800000
Sex and the City,57500000,415247258
Jason Bourne,120000000,416197059
The Mummy,80000000,416385488
The Wolverine,115000000,416456852
The Chronicles of Narnia: Prince Caspian,225000000,417341288
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,418186950
Dances with Wolves,19000000,424200000
Cast Away,85000000,427230516
The Matrix Revolutions,150000000,427300260
The King’s Speech,15000000,430821168
Die Another Day,142000000,431942139
Pretty Woman,14000000,432645872
Terminator 3: Rise of the Machines,170000000,433058296
Warcraft,160000000,433125655
La La Land,20000000,433574208
The Mummy Returns,98000000,435040395
Terminator: Genisys,155000000,440160956
Mrs. Doubtfire,25000000,441286003
Men in Black 2,140000000,441767803
The Bourne Ultimatum,130000000,442161562
Les Miserables,65000000,442169052
Alvin and the Chipmunks: The Squeakquel,70000000,443483213
Tarzan,145000000,448191819
Pearl Harbor,151500000,449239855
Thor,150000000,449326618
Django Unchained,100000000,449948323
Ocean's Eleven,85000000,450728529
Beauty and the Beast,20000000,451329842
300,60000000,454161935
The Last Samurai,140000000,456810575
Lucy,40000000,457507776
Gladiator,103000000,457683805
Mission: Impossible,80000000,457697994
The Lego Movie,60000000,457729388
X-Men: The Last Stand,210000000,459359555
Cars,70000000,461651246
The Matrix,65000000,463517383
The Hangover,35000000,465764086
Star Trek Into Darkness,190000000,467381584
San Andreas,110000000,469590832
Jaws,12000000,470700000
Hotel Transylvania 2,80000000,470751398
Indiana Jones and the Last Crusade,48000000,474171806
Charlie and the Chocolate Factory,150000000,475825484
Home Alone,15000000,476684675
Rise of the Planet of the Apes,93000000,482860185
Troy,150000000,484161265
Bruce Almighty,81000000,484468608
Les Intouchables,10800000,484873045
Teenage Mutant Ninja Turtles,125000000,485004754
Saving Private Ryan,65000000,485035085
Mr. and Mrs. Smith,110000000,486124090
Rio,90000000,487519809
Oz the Great and Powerful,200000000,490359051
Angels & Demons,150000000,490875846
Shrek,50000000,491812794
The Boss Baby,125000000,492557218
Clash of the Titans,125000000,493214888
Rio 2,130000000,493738435
How to Train Your Dragon,165000000,494870991
Twister,88000000,495700000
Wreck-It Ralph,165000000,496511521
Sherlock Holmes,90000000,498438212
Aladdin,28000000,504050219
Toy Story 2,90000000,511358276
Terminator 2: Judgment Day,100000000,513815401
Meet the Fockers,60000000,516567575
Ghost,22000000,517600000
Ant-Man,130000000,518602163
Kung Fu Panda 3,140000000,518614384
The Simpsons Movie,72500000,527071022
Godzilla,160000000,529076069
World War Z,190000000,531514650
WALL-E,180000000,532590994
The Revenant,135000000,532950503
Star Wars Ep. V: The Empire Strikes Back,23000000,534171960
Cinderella,95000000,534551353
Sherlock Holmes: A Game of Shadows,125000000,535663443
X-Men: Apocalypse,178000000,542742489
Despicable Me,69000000,543495033
American Sniper,58000000,547326372
Mission: Impossible 2,120000000,549588516
King Kong,207000000,550517357
Mei Ren Yu,60720000,552198479
Armageddon,140000000,554600000
Brave,185000000,554606532
Puss in Boots,130000000,554987477
Ted,50000000,556016627
The Day After Tomorrow,125000000,556319450
Madagascar,75000000,556559566
"Monsters, Inc.",115000000,559757719
Cars 2,200000000,560155383
Kong: Skull Island,185000000,561137727
The Smurfs,110000000,563749323
Transformers: The Last Knight,217000000,568923844
Fifty Shades of Grey,40000000,570998101
Star Wars Ep. VI: Return of the Jedi,32500000,572705079
The Croods,135000000,573068425
Night at the Museum,110000000,579446407
Iron Man,186000000,584604126
I am Legend,150000000,585532684
The Hangover Part II,80000000,586464305
Tangled,260000000,586581936
Men in Black,90000000,587790539
Quantum of Solace,230000000,591692078
Casino Royale,102000000,594420283
Madagascar: Escape 2 Africa,150000000,599516844
War of the Worlds,132000000,606836535
Life of Pi,120000000,607987022
The Incredibles,92000000,614726752
Logan,127000000,615577068
Mamma Mia!,52000000,615748877
How to Train Your Dragon 2,145000000,616102924
The Lost World: Jurassic Park,75000000,618638999
The Passion of the Christ,25000000,622341924
Iron Man 2,170000000,623561331
Hancock,150000000,624234272
Ratatouille,150000000,626549695
Sing,75000000,627886287
Fast Five,125000000,629969804
Kung Fu Panda,130000000,631910531
Pirates of the Caribbean: The Curse of the Black Pearl,125000000,634954103
Spider-Man: Homecoming,175000000,638087983
Moana,150000000,639537208
Thor: The Dark World,150000000,644602516
The Hunger Games: Mockingjay - Part 2,160000000,650523427
Ice Age: The Meltdown,75000000,651899282
Big Hero 6,165000000,652127828
Men in Black 3,215000000,654213485
Star Wars Ep. II: Attack of the Clones,115000000,656695615
The Martian,108000000,663851905
Kung Fu Panda 2,150000000,664837547
Man of Steel,225000000,667999518
Interstellar,165000000,668913307
The Sixth Sense,40000000,672806292
Doctor Strange,165000000,677541920
The Hunger Games,80000000,677923379
Forrest Gump,55000000,679850637
The Twilight Saga: New Moon,50000000,687557727
"The Twilight Saga: Breaking Dawn, Part 1",127500000,689420051
Mission: Impossible—Ghost Protocol,145000000,694713230
Gravity,110000000,695941797
Mission: Impossible—Rogue Nation,150000000,700868363
The Twilight Saga: Eclipse,68000000,706102828
Transformers,151000000,708272592
The Amazing Spider-Man 2,200000000,708996336
Dawn of the Planet of the Apes,170000000,710644566
Captain America: The Winter Soldier,170000000,714401889
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,720539572
Up,175000000,731542621
The Matrix Reloaded,150000000,738576929
Monsters University,200000000,743588329
Suicide Squad,175000000,746100054
Madagascar 3: Europe's Most Wanted,145000000,746921271
X-Men: Days of Future Past,200000000,747862775
Shrek Forever After,165000000,756244673
The Amazing Spider-Man,220000000,757890267
Maleficent,180000000,758536735
The Hunger Games: Mockingjay - Part 1,125000000,766652288
The Da Vinci Code,125000000,767820459
Guardians of the Galaxy,170000000,771100771
Pirates of the Caribbean: Dead Men Tell No Tales,230000000,776037086
Spider-Man 2,200000000,783705001
Wonder Woman,150000000,785964691
Indiana Jones and the Kingdom of the Crystal Skull,185000000,786558145
Star Wars Ep. IV: A New Hope,11000000,786598007
2012,200000000,788408539
Fast and Furious 6,160000000,789300444
ET: The Extra-Terrestrial,10500000,792965326
Harry Potter and the Prisoner of Azkaban,130000000,796688549
Deadpool,58000000,801029249
Fantastic Beasts and Where to Find Them,180000000,803798342
Shrek the Third,160000000,807330936
Independence Day,75000000,817400878
Spider-Man,139000000,821706375
Despicable Me 3,75000000,823755831
"The Twilight Saga: Breaking Dawn, Part 2",136200000,829724737
Inception,160000000,832584416
Transformers: Revenge of the Fallen,210000000,836519699
Star Wars Ep. III: Revenge of the Sith,115000000,848998877
Inside Out,175000000,853707581
Guardians of the Galaxy Vol 2,200000000,858470006
Ice Age: Dawn of the Dinosaurs,90000000,859701857
The Hunger Games: Catching Fire,130000000,864868047
Batman v Superman: Dawn of Justice,250000000,868160194
The Secret Life of Pets,75000000,875958307
Harry Potter and the Chamber of Secrets,100000000,878979634
Spectre,300000000,879620923
Ice Age: Continental Drift,95000000,879765137
The Lord of the Rings: The Fellowship of the Ring,109000000,887210985
Spider-Man 3,258000000,890875303
Harry Potter and the Goblet of Fire,150000000,896911078
The Lord of the Rings: The Two Towers,94000000,934699645
Harry Potter and the Half-Blood Prince,250000000,935083686
Finding Nemo,94000000,936429370
Shrek 2,70000000,937008132
Harry Potter and the Order of the Phoenix,150000000,942943935
The Hobbit: The Battle of the Five Armies,250000000,955119788
Harry Potter and the Deathly Hallows: Part I,125000000,960283305
The Hobbit: The Desolation of Smaug,250000000,960366855
Pirates of the Caribbean: At World’s End,300000000,963420425
The Jungle Book,175000000,963901123
Harry Potter and the Sorcerer’s Stone,125000000,974755371
Despicable Me 2,76000000,975216835
The Lion King,79300000,987480140
The Dark Knight,185000000,1002572859
The Hobbit: An Unexpected Journey,250000000,1017003568
Zootopia,150000000,1019922983
Finding Dory,200000000,1022617376
Alice in Wonderland,200000000,1025491110
Star Wars Ep. I: The Phantom Menace,115000000,1027044677
Jurassic Park,63000000,1038812584
Pirates of the Caribbean: On Stranger Tides,250000000,1045663875
Rogue One: A Star Wars Story,200000000,1050988488
Pirates of the Caribbean: Dead Man’s Chest,225000000,1066215812
Toy Story 3,200000000,1069818229
The Dark Knight Rises,275000000,1084439099
Transformers: Age of Extinction,210000000,1104039076
Skyfall,200000000,1110526981
Transformers: Dark of the Moon,195000000,1123790543
The Lord of the Rings: The Return of the King,94000000,1141403341
Captain America: Civil War,250000000,1151684349
Minions,74000000,1167245366
Iron Man 3,200000000,1215392272
The Fate of the Furious,250000000,1237444462
Beauty and the Beast,160000000,1260122363
Frozen,150000000,1274234980
Harry Potter and the Deathly Hallows: Part II,125000000,1341511219
Avengers: Age of Ultron,250000000,1404705868
Furious 7,190000000,1516748684
The Avengers,225000000,1519479547
Jurassic World,215000000,1671640593
Star Wars Ep. VII: The Force Awakens,306000000,2058662225
Titanic,200000000,2207615668
Avatar,425000000,2783918982
